Longitude,Latitude,Community,School,Year,TotalEnrollmentK12,TotalTeacherCount,StudentTeacherRatio,SchoolDistrict,In_Cohort,Graduates,GraduationRate
-162.287708531,63.5194427910001,Stebbins,Tukurngailnguq School,2018,196,15,14.6,Bering Strait School District,7,4,0.5714
-162.287708531,63.5194427910001,Stebbins,Tukurngailnguq School,2019,207,20,13.17,Bering Strait School District,15,11,0.7333
-162.287708531,63.5194427910001,Stebbins,Tukurngailnguq School,2020,197,18,13.37,Bering Strait School District,12,10,0.8333
-162.287708531,63.5194427910001,Stebbins,Tukurngailnguq School,2021,190,16,14.27,Bering Strait School District,8,4,0.5
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2013,151,15,10,Yupiit School District,,,
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2014,141,15,9.5,Yupiit School District,,,
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2015,138,14,10.8,Yupiit School District,8,4,0.5
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2016,134,13,10.7,Yupiit School District,12,5,0.4167
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2017,135,10,14.63,Yupiit School District,11,4,0.3636
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2018,129,12,10.92,Yupiit School District,8,4,0.5
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2019,123,10,12.3,Yupiit School District,14,5,0.3571
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2020,119,10,11.9,Yupiit School District,9,3,0.3333
-160.956458612,61.098688259,Tuluksak,Tuluksak School,2021,144,11,13.5,Yupiit School District,11,6,0.5455
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2013,430,33,15,Anchorage School District,,,
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2014,449,35,15,Anchorage School District,,,
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2015,435,30,15.2,Anchorage School District,,,
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2016,422,34,14.7,Anchorage School District,,,
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2017,420,29,15.97,Anchorage School District,,,
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2018,405,28,16.25,Anchorage School District,,,
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2019,399,24,17.25,Anchorage School District,,,
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2020,389,29,15.5,Anchorage School District,,,
-149.947886181,61.194525819,Anchorage,Turnagain Elementary,2021,335,31,13.54,Anchorage School District,,,
-151.263821241,60.3077890180001,Kasilof,Tustumena Elementary,2013,156,16,11.3,Kenai Peninsula Borough School District,,,
-151.263821241,60.3077890180001,Kasilof,Tustumena Elementary,2014,167,15,12.7,Kenai Peninsula Borough School District,,,
-151.263821241,60.3077890180001,Kasilof,Tustumena Elementary,2015,171,17,11.6,Kenai Peninsula Borough School District,,,
-151.263821241,60.3077890180001,Kasilof,Tustumena Elementary,2016,175,15,12.8,Kenai Peninsula Borough School District,,,
-151.263821241,60.3077890180001,Kasilof,Tustumena Elementary,2017,173,15,13.41,Kenai Peninsula Borough School District,,,
-151.263821241,60.3077890180001,Kasilof,Tustumena Elementary,2018,176,15,13.48,Kenai Peninsula Borough School District,,,
-151.263821241,60.3077890180001,Cohoe,Tustumena Elementary,2019,178,15,14.34,Kenai Peninsula Borough School District,,,
-151.263821241,60.3077890180001,Clam Gulch,Tustumena Elementary,2020,143,14,12.48,Kenai Peninsula Borough School District,,,
-151.263821241,60.3077890180001,Kasilof,Tustumena Elementary,2021,103,13,9.36,Kenai Peninsula Borough School District,,,
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2013,15,2,8,Southwest Region School District,,,
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2014,16,2,9,Southwest Region School District,,,
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2015,18,2,9.1,Southwest Region School District,,,
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2016,21,2,10.5,Southwest Region School District,0,0,
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2017,26,3,10.83,Southwest Region School District,1,1,1.0
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2018,25,3,8.97,Southwest Region School District,0,0,
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2019,19,3,7.64,Southwest Region School District,3,3,1.0
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2020,27,3,11.64,Southwest Region School District,2,2,1.0
-160.280604736,59.075129632,Twin Hills,Twin Hills School,2021,26,3,9.33,Southwest Region School District,,,
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2013,292,1,292.1,Matanuska-Susitna Borough School District,,,
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2014,259,3,87.2,Matanuska-Susitna Borough School District,,,
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2015,315,4,90.3,Matanuska-Susitna Borough School District,20,16,0.8
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2016,391,13,65.9,Matanuska-Susitna Borough School District,14,8,0.5714
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2017,450,8,75.5,Matanuska-Susitna Borough School District,17,11,0.6471
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2018,481,9,75.63,Matanuska-Susitna Borough School District,20,14,0.7
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2019,478,8,73.88,Matanuska-Susitna Borough School District,15,10,0.6667
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2020,471,2,480.61,Matanuska-Susitna Borough School District,9,7,0.7778
-149.449617951,61.614238035,Wasilla,Twindly Bridge Charter School,2021,564,10,69.37,Matanuska-Susitna Borough School District,14,13,0.9286
-147.038670593,64.8772015210001,Pleasant Valley,Two Rivers School,2013,89,10,11.6,Fairbanks North Star Borough School District,,,
-147.038670593,64.8772015210001,Pleasant Valley,Two Rivers School,2014,98,7,14.3,Fairbanks North Star Borough School District,,,
-147.038670593,64.8772015210001,Pleasant Valley,Two Rivers School,2015,88,7,15,Fairbanks North Star Borough School District,,,
-147.038670593,64.8772015210001,Pleasant Valley,Two Rivers School,2016,98,7,15.2,Fairbanks North Star Borough School District,,,
-147.038670593,64.8772015210001,Pleasant Valley,Two Rivers School,2017,95,8,12.18,Fairbanks North Star Borough School District,,,
-147.038670593,64.8772015210001,Pleasant Valley,Two Rivers School,2018,87,7,12.99,Fairbanks North Star Borough School District,,,
-147.038670593,64.8772015210001,Pleasant Valley,Two Rivers School,2019,72,8,9.97,Fairbanks North Star Borough School District,,,
-147.038670593,64.8772015210001,Chena Hot Springs,Two Rivers School,2020,75,6,13.57,Fairbanks North Star Borough School District,,,
-147.038670593,64.8772015210001,Pleasant Valley,Two Rivers School,2021,41,8,6.95,Fairbanks Norht Star Borough School District,,,
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2013,151,19,8.9,Bering Strait School District,,,
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2014,158,19,9.9,Bering Strait School District,,,
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2015,163,19,9.3,Bering Strait School District,7,6,0.8571
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2016,167,18,9.3,Bering Strait School District,8,7,0.875
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2017,175,18,11.33,Bering Strait School District,19,17,0.8947
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2018,165,18,10.94,Bering Strait School District,8,7,0.875
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2019,166,20,11.45,Bering Strait School District,9,9,1.0
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2020,173,20,11.03,Bering Strait School District,9,9,1.0
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,2021,177,20,10.42,Bering Strait School District,9,9,1.0
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2013,188,17,12.2,Unalaska City School District,,,
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2014,192,17,12.2,Unalaska City School District,,,
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2015,189,17,12.3,Unalaska City School District,38,36,0.9474
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2016,174,0,11.3,Unalaska City School District,29,28,0.9655
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2017,190,16,12.93,Unalaska City School District,31,31,1.0
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2018,184,16,13.05,Unalaska City School District,32,29,0.9063
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2019,188,16,13.06,Unalaska City School District,35,34,0.9714
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2020,174,16,12.5,Unalaska City School District,34,33,0.9706
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,2021,161,15,11.64,Unalaska City School District,26,24,0.9231
-147.846151944,64.8456479210001,Ester,University Park Elementary,2013,526,32,17.6,Fairbanks North Star Borough School District,,,
-147.846151944,64.8456479210001,Ester,University Park Elementary,2014,503,31,16.6,Fairbanks North Star Borough School District,,,
-147.846151944,64.8456479210001,Ester,University Park Elementary,2015,503,29,17.7,Fairbanks North Star Borough School District,,,
-147.846151944,64.8456479210001,Ester,University Park Elementary,2016,494,29,17.4,Fairbanks North Star Borough School District,,,
-147.846151944,64.8456479210001,Ester,University Park Elementary,2017,503,28,18.07,Fairbanks North Star Borough School District,,,
-147.846151944,64.8456479210001,Ester,University Park Elementary,2018,475,27,17.59,Fairbanks North Star Borough School District,,,
-147.846151944,64.8456479210001,Chena Ridge,University Park Elementary,2019,461,28,16.86,Fairbanks North Star Borough School District,,,
-147.846151944,64.8456479210001,Chena Ridge,University Park Elementary,2020,456,26,18.12,Fairbanks North Star Borough School District,,,
-147.846151944,64.8456479210001,Ester,University Park Elementary,2021,319,26,13.33,Fairbanks Norht Star Borough School District,,,
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2013,59,2,113.5,Copper River School District,,,
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2014,46,2,62.6,Copper River School District,,,
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2015,58,2,77,Copper River School District,6,4,0.6667
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2016,53,3,71.7,Copper River School District,1,0,0.0
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2017,74,1,105.71,Copper River School District,6,3,0.5
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2018,83,1,123.53,Copper River School District,8,3,0.375
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2019,114,2,67.65,Copper River School District,3,2,0.6667
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2020,123,2,73.53,Copper River School District,8,5,0.625
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,2021,133,2,79.41,Copper River School District,6,3,0.5
-149.677679386,61.251344229,Joint Base Elmendorf-Richardson,Ursa Major Elementary,2013,450,26,18.8,Anchorage School District,,,
-149.677679386,61.251344229,Joint Base Elmendorf-Richardson,Ursa Major Elementary,2014,417,32,15.2,Anchorage School District,,,
-149.677679386,61.251344229,Joint Base Elmendorf-Richardson,Ursa Major Elementary,2015,363,28,14.8,Anchorage School District,,,
-149.677679386,61.251344229,Joint Base Elmendorf-Richardson,Ursa Major Elementary,2016,388,29,16.1,Anchorage School District,,,
-149.677679386,61.251344229,Joint Base Elmendorf-Richardson,Ursa Major Elementary,2017,370,30,15.48,Anchorage School District,,,
-149.677679386,61.251344229,Joint Base Elmendorf-Richardson,Ursa Major Elementary,2018,443,35,15.99,Anchorage School District,,,
-149.677679386,61.251344229,Anchorage,Ursa Major Elementary,2019,467,30,16.97,Anchorage School District,,,
-149.677679386,61.251344229,Anchorage,Ursa Major Elementary,2020,410,31,16.38,Anchorage School District,,,
-149.677679386,61.251344229,Joint Base Elmendorf-Richardson,Ursa Major Elementary,2021,270,31,11.68,Anchorage School District,,,
-149.687393223,61.2468221440001,Joint Base Elmendorf-Richardson,Ursa Minor Elementary,2013,332,21,17.9,Anchorage School District,,,
-149.687393223,61.2468221440001,Joint Base Elmendorf-Richardson,Ursa Minor Elementary,2014,375,28,17.8,Anchorage School District,,,
-149.687393223,61.2468221440001,Joint Base Elmendorf-Richardson,Ursa Minor Elementary,2015,374,23,21.1,Anchorage School District,,,
-149.687393223,61.2468221440001,Joint Base Elmendorf-Richardson,Ursa Minor Elementary,2016,361,26,18.4,Anchorage School District,,,
-149.687393223,61.2468221440001,Joint Base Elmendorf-Richardson,Ursa Minor Elementary,2017,360,26,17.84,Anchorage School District,,,
-149.687393223,61.2468221440001,Joint Base Elmendorf-Richardson,Ursa Minor Elementary,2018,305,26,15.62,Anchorage School District,,,
-149.687393223,61.2468221440001,Anchorage,Ursa Minor Elementary,2019,303,15,20.97,Anchorage School District,,,
-149.687393223,61.2468221440001,Anchorage,Ursa Minor Elementary,2020,346,24,18.4,Anchorage School District,,,
-149.687393223,61.2468221440001,Joint Base Elmendorf-Richardson,Ursa Minor Elementary,2021,250,24,14.05,Anchorage School District,,,
-146.357749762,61.138094729,Valdez,Valdez High School,2013,200,21,11.4,Valdez City School District,,,
-146.357749762,61.138094729,Valdez,Valdez High School,2014,184,19,11.9,Valdez City School District,,,
-146.357749762,61.138094729,Valdez,Valdez High School,2015,168,16,11.9,Valdez City School District,61,42,0.6885
-146.357749762,61.138094729,Valdez,Valdez High School,2016,177,16,12.8,Valdez City School District,44,37,0.8409
-146.357749762,61.138094729,Valdez,Valdez High School,2017,182,16,12.98,Valdez City School District,52,45,0.8654
-146.357749762,61.138094729,Valdez,Valdez High School,2018,176,18,11.95,Valdez City School District,43,31,0.7209
-146.357749762,61.138094729,Valdez,Valdez High School,2019,170,17,11.82,Valdez City School District,48,44,0.9167
-146.357749762,61.138094729,Valdez,Valdez High School,2020,183,16,13.32,Valdez City School District,47,45,0.9574
-146.357749762,61.138094729,Valdez,Valdez High School,2021,156,17,9.88,Valdez City School District,44,34,0.7727
-146.36837445,61.1331926980001,Valdez,Valdez Home School,2015,11,1,44.7,Valdez City School District,0,0,
-146.36837445,61.1331926980001,Valdez,Valdez Home School,2016,20,1,36,Valdez City School District,2,1,0.5
-146.36837445,61.1331926980001,Valdez,Valdez Home School,2017,36,1,144,Valdez City School District,3,0,0.0
-146.36837445,61.1331926980001,Valdez,Valdez Home School,2018,33,1,68,Valdez City School District,2,2,1.0
-146.36837445,61.1331926980001,Valdez,Valdez Home School,2019,46,1,76.67,Valdez City School District,5,4,0.8
-146.36837445,61.1331926980001,Valdez,Valdez Home School,2020,29,1,48.33,Valdez City School District,5,3,0.6
-146.36837445,61.1331926980001,Valdez,Valdez Home School,2021,109,1,114,Valdez City School District,7,5,0.7143
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2013,157,9,32.6,Matanuska-Susitna Borough School District,,,
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2014,168,10,18.7,Matanuska-Susitna Borough School District,,,
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2015,192,14,15.6,Matanuska-Susitna Borough School District,73,41,0.5616
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2016,205,19,16.8,Matanuska-Susitna Borough School District,80,36,0.45
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2017,173,9,19.22,Matanuska-Susitna Borough School District,44,24,0.5455
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2018,179,8,22.38,Matanuska-Susitna Borough School District,58,41,0.7069
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2019,165,10,16.67,Matanuska-Susitna Borough School District,71,44,0.6197
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2020,183,10,18.83,Matanuska-Susitna Borough School District,66,47,0.7121
-149.167666099,61.5916559870001,Palmer,Valley Pathways,2021,157,10,15.92,Matanuska-Susitna Borough School District,66,34,0.5152
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2013,99,19,9.3,Kenai Peninsula Borough School District,,,
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2014,104,18,11.1,Kenai Peninsula Borough School District,,,
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2015,111,22,10.6,Kenai Peninsula Borough School District,8,8,1.0
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2016,105,15,10.2,Kenai Peninsula Borough School District,8,7,0.875
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2017,102,16,10.95,Kenai Peninsula Borough School District,6,5,0.8333
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2018,97,16,10.58,Kenai Peninsula Borough School District,9,9,1.0
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2019,101,13,12.91,Kenai Peninsula Borough School District,9,9,1.0
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2020,112,11,15.37,Kenai Peninsula Borough School District,6,5,0.8333
-151.09660321,59.7942863210001,Voznesenka Village,Voznesenka School,2021,105,13,11.09,Kenai Peninsula Borough School District,6,6,1.0
-168.086180349,65.6051728900001,Wales,Wales School,2013,33,8,6.3,Bering Strait School District,,,
-168.086180349,65.6051728900001,Wales,Wales School,2014,32,6,8.6,Bering Strait School District,,,
-168.086180349,65.6051728900001,Wales,Wales School,2015,41,7,7.3,Bering Strait School District,1,0,0.0
-168.086180349,65.6051728900001,Wales,Wales School,2016,34,5,9.4,Bering Strait School District,1,0,0.0
-168.086180349,65.6051728900001,Wales,Wales School,2017,41,4,16.54,Bering Strait School District,3,2,0.6667
-168.086180349,65.6051728900001,Wales,Wales School,2018,42,4,12.25,Bering Strait School District,1,1,1.0
-168.086180349,65.6051728900001,Wales,Wales School,2019,45,8,9.02,Bering Strait School District,1,1,1.0
-168.086180349,65.6051728900001,Wales,Wales School,2020,42,8,8.47,Bering Strait School District,,,
-168.086180349,65.6051728900001,Wales,Wales School,2021,36,6,10.14,Bering Strait School District,2,2,1.0
-141.8921157,62.9678027620001,Northway Village,Walter Northway School,2013,42,4,10.6,Alaska Gateway School District,,,
-141.8921157,62.9678027620001,Northway Village,Walter Northway School,2014,46,4,11.6,Alaska Gateway School District,,,
-141.8921157,62.9678027620001,Northway Village,Walter Northway School,2015,41,3,14.7,Alaska Gateway School District,1,1,1.0
-141.8921157,62.9678027620001,Northway Village,Walter Northway School,2016,46,4,12.6,Alaska Gateway School District,1,0,0.0
-141.8921157,62.9678027620001,Northway Village,Walter Northway School,2017,46,6,8.19,Alaska Gateway School District,2,1,0.5
-141.8921157,62.9678027620001,Northway Village,Walter Northway School,2018,47,5,10.33,Alaska Gateway School District,2,2,1.0
-141.8921157,62.9678027620001,Alcan Border,Walter Northway School,2019,53,6,10.23,Alaska Gateway School District,1,1,1.0
-141.8921157,62.9678027620001,Alcan Border,Walter Northway School,2020,49,5,9.8,Alaska Gateway School District,3,2,0.6667
-141.8921157,62.9678027620001,Northway Village,Walter Northway School,2021,53,6,10.38,Alaska Gateway,2,2,1.0
-149.433511169,61.586042998,Wasilla,Wasilla High School,2013,1242,70,26.2,Matanuska-Susitna Borough School District,,,
-149.433511169,61.586042998,Wasilla,Wasilla High School,2014,1232,68,20.3,Matanuska-Susitna Borough School District,,,
-149.433511169,61.586042998,Wasilla,Wasilla High School,2015,1172,65,20.4,Matanuska-Susitna Borough School District,271,248,0.9151
-149.433511169,61.586042998,Wasilla,Wasilla High School,2016,1072,67,21.3,Matanuska-Susitna Borough School District,223,208,0.9327
-149.433511169,61.586042998,Wasilla,Wasilla High School,2017,1029,52,20.16,Matanuska-Susitna Borough School District,258,234,0.907
-149.433511169,61.586042998,Wasilla,Wasilla High School,2018,935,48,19.48,Matanuska-Susitna Borough School District,194,184,0.9485
-149.433511169,61.586042998,Wasilla,Wasilla High School,2019,898,49,18.48,Matanuska-Susitna Borough School District,208,191,0.9183
-149.433511169,61.586042998,Point MacKenzie,Wasilla High School,2020,868,47,18.47,Matanuska-Susitna Borough School District,159,148,0.9308
-149.433511169,61.586042998,Wasilla,Wasilla High School,2021,773,47,16.49,Matanuska-Susitna Borough School District,164,141,0.8598
-149.434120745,61.585736968,Wasilla,Wasilla Middle School,2013,831,43,25,Matanuska-Susitna Borough School District,,,
-149.434120745,61.585736968,Wasilla,Wasilla Middle School,2014,800,42,20.4,Matanuska-Susitna Borough School District,,,
-149.434120745,61.585736968,Wasilla,Wasilla Middle School,2015,723,39,20.1,Matanuska-Susitna Borough School District,,,
-149.434120745,61.585736968,Wasilla,Wasilla Middle School,2016,523,33,16.6,Matanuska-Susitna Borough School District,,,
-149.434120745,61.585736968,Wasilla,Wasilla Middle School,2017,584,29,20.14,Matanuska-Susitna Borough School District,,,
-149.434120745,61.585736968,Wasilla,Wasilla Middle School,2018,649,31,21.7,Matanuska-Susitna Borough School District,,,
-149.434120745,61.585736968,Wasilla,Wasilla Middle School,2019,657,32,21.14,Matanuska-Susitna Borough School District,,,
-149.434120745,61.585736968,Point MacKenzie,Wasilla Middle School,2020,672,34,21.11,Matanuska-Susitna Borough School District,,,
-149.434120745,61.585736968,Wasilla,Wasilla Middle School,2021,579,35,16.61,Matanuska-Susitna Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2013,196,11,19.6,Fairbanks North Star Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2014,202,10,20.2,Fairbanks North Star Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2015,199,11,19.5,Fairbanks North Star Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2016,200,11,18.8,Fairbanks North Star Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2017,198,10,20.52,Fairbanks North Star Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2018,197,11,18.5,Fairbanks North Star Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2019,198,11,18.33,Fairbanks North Star Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2020,200,11,18.52,Fairbanks North Star Borough School District,,,
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,2021,196,11,18.15,Fairbanks Norht Star Borough School District,,,
-147.591747932,64.8877465190001,Goldstream,Weller Elementary,2013,484,29,18.6,Fairbanks North Star Borough School District,,,
-147.591747932,64.8877465190001,Goldstream,Weller Elementary,2014,471,28,18.3,Fairbanks North Star Borough School District,,,
-147.591747932,64.8877465190001,Goldstream,Weller Elementary,2015,461,28,17.7,Fairbanks North Star Borough School District,,,
-147.591747932,64.8877465190001,Goldstream,Weller Elementary,2016,461,27,18.5,Fairbanks North Star Borough School District,,,
-147.591747932,64.8877465190001,Goldstream,Weller Elementary,2017,440,29,16.99,Fairbanks North Star Borough School District,,,
-147.591747932,64.8877465190001,Goldstream,Weller Elementary,2018,449,27,18,Fairbanks North Star Borough School District,,,
-147.591747932,64.8877465190001,Ester Dome,Weller Elementary,2019,452,28,17.62,Fairbanks North Star Borough School District,,,
-147.591747932,64.8877465190001,Chatanika,Weller Elementary,2020,482,26,19.69,Fairbanks North Star Borough School District,,,
-147.591747932,64.8877465190001,Goldstream,Weller Elementary,2021,277,25,11.98,Fairbanks Norht Star Borough School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2013,497,40,13.2,Anchorage School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2014,487,39,13.4,Anchorage School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2015,478,34,14.4,Anchorage School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2016,456,34,13.9,Anchorage School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2017,431,33,13.55,Anchorage School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2018,449,32,15.39,Anchorage School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2019,478,30,16.15,Anchorage School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2020,455,29,16.54,Anchorage School District,,,
-149.836606075,61.193964082,Anchorage,Wendler Middle School,2021,435,30,15.77,Anchorage School District,,,
-149.91576246,61.2003116710001,Anchorage,West High School,2013,1842,91,21.7,Anchorage School District,,,
-149.91576246,61.2003116710001,Anchorage,West High School,2014,1844,98,20.8,Anchorage School District,,,
-149.91576246,61.2003116710001,Anchorage,West High School,2015,1901,91,22.5,Anchorage School District,425,366,0.8612
-149.91576246,61.2003116710001,Anchorage,West High School,2016,1883,91,21.2,Anchorage School District,424,368,0.8679
-149.91576246,61.2003116710001,Anchorage,West High School,2017,1894,92,21.2,Anchorage School District,432,381,0.8819
-149.91576246,61.2003116710001,Anchorage,West High School,2018,1807,87,21.81,Anchorage School District,426,385,0.9038
-149.91576246,61.2003116710001,Anchorage,West High School,2019,1785,85,21.78,Anchorage School District,399,375,0.9398
-149.91576246,61.2003116710001,Anchorage,West High School,2020,1772,83,22,Anchorage School District,375,340,0.9067
-149.91576246,61.2003116710001,Anchorage,West High School,2021,1754,86,22.29,Anchorage School District,365,323,0.8849
-151.567924572,59.64358207,Homer,West Homer Elementary,2013,230,18,14.4,Kenai Peninsula Borough School District,,,
-151.567924572,59.64358207,Homer,West Homer Elementary,2014,235,19,13.7,Kenai Peninsula Borough School District,,,
-151.567924572,59.64358207,Homer,West Homer Elementary,2015,228,18,14,Kenai Peninsula Borough School District,,,
-151.567924572,59.64358207,Homer,West Homer Elementary,2016,245,19,13.5,Kenai Peninsula Borough School District,,,
-151.567924572,59.64358207,Homer,West Homer Elementary,2017,256,18,15.06,Kenai Peninsula Borough School District,,,
-151.567924572,59.64358207,Homer,West Homer Elementary,2018,255,18,15.69,Kenai Peninsula Borough School District,,,
-151.567924572,59.64358207,Homer,West Homer Elementary,2019,245,19,13.8,Kenai Peninsula Borough School District,,,
-151.567924572,59.64358207,Homer,West Homer Elementary,2020,242,20,13.87,Kenai Peninsula Borough School District,,,
-151.567924572,59.64358207,Homer,West Homer Elementary,2021,170,21,9.47,Kenai Peninsula Borough School District,,,
-147.825173606,64.85153554,Goldstream,West Valley High School,2013,1024,61,18.2,Fairbanks North Star Borough School District,,,
-147.825173606,64.85153554,Goldstream,West Valley High School,2014,971,55,17.9,Fairbanks North Star Borough School District,,,
-147.825173606,64.85153554,Goldstream,West Valley High School,2015,1005,53,19.1,Fairbanks North Star Borough School District,221,198,0.8959
-147.825173606,64.85153554,Goldstream,West Valley High School,2016,1027,53,19.9,Fairbanks North Star Borough School District,224,183,0.817
-147.825173606,64.85153554,Goldstream,West Valley High School,2017,977,53,18.72,Fairbanks North Star Borough School District,239,200,0.8368
-147.825173606,64.85153554,Goldstream,West Valley High School,2018,976,50,20.07,Fairbanks North Star Borough School District,213,180,0.8451
-147.825173606,64.85153554,Chena Ridge,West Valley High School,2019,985,56,18.18,Fairbanks North Star Borough School District,248,229,0.9234
-147.825173606,64.85153554,Chena Ridge,West Valley High School,2020,987,55,18.4,Fairbanks North Star Borough School District,188,165,0.8777
-147.825173606,64.85153554,Goldstream,West Valley High School,2021,897,50,20.99,Fairbanks Norht Star Borough School District,227,199,0.8767
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2013,10,6,7.7,Southeast Island School District,,,
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2014,11,4,10.7,Southeast Island School District,,,
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2015,11,4,6.3,Southeast Island School District,1,1,1.0
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2016,10,6,8.9,Southeast Island School District,1,1,1.0
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2017,16,4,13.11,Southeast Island School District,0,0,
