Longitude,Latitude,Community,School,Year,TotalEnrollmentK12,TotalTeacherCount,StudentTeacherRatio,SchoolDistrict,In_Cohort,Graduates,GraduationRate
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2018,18,4,9.47,Southeast Island School District,1,1,1.0
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2019,17,3,9.27,Southeast Island School District,,,
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2020,16,5,8.53,Southeast Island School District,,,
-133.122082323,56.117145952,Whale Pass,Whale Pass School,2021,19,3,9.8,Southeast Island School District,,,
-149.814397474,61.2006765520001,Anchorage,Whaley School,2013,382,59,7.5,Anchorage School District,,,
-149.814397474,61.2006765520001,Anchorage,Whaley School,2014,379,66,7.4,Anchorage School District,,,
-149.814397474,61.2006765520001,Anchorage,Whaley School,2015,426,60,7.5,Anchorage School District,43,4,0.093
-149.814397474,61.2006765520001,Anchorage,Whaley School,2016,428,55,8.2,Anchorage School District,41,2,0.0488
-149.814397474,61.2006765520001,Anchorage,Whaley School,2017,437,60,7.86,Anchorage School District,47,2,0.0425
-149.814397474,61.2006765520001,Anchorage,Whaley School,2018,407,50,9.62,Anchorage School District,43,5,0.1163
-149.814397474,61.2006765520001,Anchorage,Whaley School,2019,410,52,9.29,Anchorage School District,52,8,0.1538
-149.814397474,61.2006765520001,Anchorage,Whaley School,2020,397,52,8.22,Anchorage School District,46,3,0.0652
-149.814397474,61.2006765520001,Anchorage,Whaley School,2021,371,54,7.4,Anchorage School District,28,3,0.1071
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2013,43,9,5.9,Bering Strait School District,,,
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2014,45,12,5.1,Bering Strait School District,,,
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2015,41,10,5.7,Bering Strait School District,1,1,1.0
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2016,48,8,6.1,Bering Strait School District,4,4,1.0
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2017,56,8,8.88,Bering Strait School District,2,2,1.0
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2018,56,8,7.63,Bering Strait School District,4,4,1.0
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2019,58,11,7.67,Bering Strait School District,3,2,0.6667
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2020,48,10,6.63,Bering Strait School District,1,1,1.0
-163.411863436,64.6815187870001,White Mountain,White Mountain School,2021,46,10,6.02,Bering Strait School District,4,4,1.0
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2013,30,6,7.1,Chugach School District,,,
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2014,31,6,7.1,Chugach School District,,,
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2015,37,6,7.3,Chugach School District,3,2,0.6667
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2016,34,6,7.4,Chugach School District,2,2,1.0
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2017,37,6,6.95,Chugach School District,2,2,1.0
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2018,28,5,6.73,Chugach School District,4,3,0.75
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2019,41,6,8.14,Chugach School District,,,
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2020,51,6,10.17,Chugach School District,5,3,0.6
-148.685995335,60.7722900950001,Whittier,Whittier Community School,2021,51,6,9.49,Chugach School District,8,2,0.25
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2013,12,2,10.7,Southwest Region School District,,,
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2014,11,2,6.3,Southwest Region School District,,,
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2015,15,2,8.3,Southwest Region School District,,,
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2016,19,2,9,Southwest Region School District,0,0,
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2017,16,2,10,Southwest Region School District,0,0,
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2018,14,2,10,Southwest Region School District,,,
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2019,16,2,8,Southwest Region School District,,,
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2020,15,1,20,Southwest Region School District,,,
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",2021,13,2,7.43,Southwest Region School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2013,305,24,13.8,Kenai Peninsula Borough School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2014,313,23,14.3,Kenai Peninsula Borough School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2015,277,22,14,Kenai Peninsula Borough School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2016,281,20,15.2,Kenai Peninsula Borough School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2017,283,22,14.68,Kenai Peninsula Borough School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2018,275,23,14,Kenai Peninsula Borough School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2019,277,22,15.25,Kenai Peninsula Borough School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2020,259,21,15.25,Kenai Peninsula Borough School District,,,
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,2021,198,21,10.8,Kenai Peninsula Borough School District,,,
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2013,78,8,10.5,Lower Kuskokwim School District,,,
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2014,84,10,12.9,Lower Kuskokwim School District,,,
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2015,96,7,13.7,Lower Kuskokwim School District,1,0,0.0
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2016,95,8,13.2,Lower Kuskokwim School District,5,1,0.2
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2017,80,6,15.72,Lower Kuskokwim School District,9,5,0.5556
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2018,85,7,13.2,Lower Kuskokwim School District,8,5,0.625
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2019,87,6,16.56,Lower Kuskokwim School District,3,2,0.6667
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2020,82,7,13,Lower Kuskokwim School District,6,5,0.8333
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,2021,100,7,15,Lower Kuskokwim School District,2,2,1.0
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2013,480,33,14.5,Anchorage School District,,,
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2014,412,34,12.8,Anchorage School District,,,
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2015,405,31,14.4,Anchorage School District,,,
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2016,459,29,17,Anchorage School District,,,
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2017,398,28,16.05,Anchorage School District,,,
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2018,411,32,14.61,Anchorage School District,,,
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2019,377,27,15.01,Anchorage School District,,,
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2020,340,27,14.06,Anchorage School District,,,
-149.825442728,61.2270928140001,Anchorage,William Tyson Elementary,2021,308,24,16,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2013,356,27,13.7,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2014,385,26,15.6,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2015,362,28,14.4,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2016,373,29,14.6,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2017,360,28,15.53,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2018,311,29,13.13,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2019,329,23,15.4,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2020,331,24,15.47,Anchorage School District,,,
-149.797289763,61.2112890450001,Anchorage,Williwaw Elementary,2021,309,29,12.07,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2013,415,27,16.7,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2014,360,29,13.9,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2015,411,28,16.3,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2016,414,31,15.6,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2017,399,31,14.53,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2018,371,32,14.23,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2019,364,24,15.88,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2020,365,24,16.98,Anchorage School District,,,
-149.903093005,61.1801892560001,Anchorage,Willow Crest Elementary,2021,345,28,15.38,Anchorage School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2013,118,8,23.3,Matanuska-Susitna Borough School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2014,114,11,11.4,Matanuska-Susitna Borough School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2015,135,11,13,Matanuska-Susitna Borough School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2016,129,11,12.8,Matanuska-Susitna Borough School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2017,130,10,13.41,Matanuska-Susitna Borough School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2018,137,10,15.5,Matanuska-Susitna Borough School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2019,148,10,14.98,Matanuska-Susitna Borough School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2020,139,9,17.22,Matanuska-Susitna Borough School District,,,
-150.045993342,61.742271766,Willow,Willow Elementary,2021,107,11,11.7,Matanuska-Susitna Borough School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2013,228,14,18,Anchorage School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2014,233,12,19.5,Anchorage School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2015,267,14,19,Anchorage School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2016,273,15,19.3,Anchorage School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2017,257,13,19.8,Anchorage School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2018,241,15,16.13,Anchorage School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2019,243,15,16.27,Anchorage School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2020,235,14,16.79,Anchorage School District,,,
-149.792444885,61.1945545790001,Anchorage,Winterberry School,2021,246,14,17.96,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2013,333,24,14.4,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2014,328,27,14.2,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2015,378,27,16,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2016,369,30,14.3,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2017,393,29,16.34,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2018,372,30,14.41,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2019,357,28,14.69,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2020,327,27,14.2,Anchorage School District,,,
-149.785396207,61.2195350480001,Anchorage,Wonder Park Elementary,2021,258,25,12.74,Anchorage School District,,,
-147.870307044,64.8387034730001,Ptarmigan Heights,Woodriver Elementary,2013,442,29,16.7,Fairbanks North Star Borough School District,,,
-147.870307044,64.8387034730001,Ptarmigan Heights,Woodriver Elementary,2014,436,25,17.5,Fairbanks North Star Borough School District,,,
-147.870307044,64.8387034730001,Ptarmigan Heights,Woodriver Elementary,2015,447,26,17.7,Fairbanks North Star Borough School District,,,
-147.870307044,64.8387034730001,Ptarmigan Heights,Woodriver Elementary,2016,470,25,18.9,Fairbanks North Star Borough School District,,,
-147.870307044,64.8387034730001,Ptarmigan Heights,Woodriver Elementary,2017,468,26,18.08,Fairbanks North Star Borough School District,,,
-147.870307044,64.8387034730001,Ptarmigan Heights,Woodriver Elementary,2018,434,26,16.77,Fairbanks North Star Borough School District,,,
-147.870307044,64.8387034730001,Chena Ridge,Woodriver Elementary,2019,467,26,18.15,Fairbanks North Star Borough School District,,,
-147.870307044,64.8387034730001,Chena Ridge,Woodriver Elementary,2020,475,27,17.78,Fairbanks North Star Borough School District,,,
-147.870307044,64.8387034730001,Ptarmigan Heights,Woodriver Elementary,2021,328,24,13.79,Fairbanks Norht Star Borough School District,,,
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2013,102,13,10.8,Wrangell Public School District,,,
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2014,84,13,9,Wrangell Public School District,,,
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2015,88,12,10.4,Wrangell Public School District,24,21,0.875
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2016,88,12,10.3,Wrangell Public School District,26,19,0.7308
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2017,92,11,13.14,Wrangell Public School District,23,22,0.9565
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2018,83,15,10.51,Wrangell Public School District,20,18,0.9
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2019,82,14,10.37,Wrangell Public School District,16,16,1.0
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2020,84,13,11.78,Wrangell Public School District,26,26,1.0
-132.381159982,56.4721137180001,Wrangell,Wrangell High School,2021,57,11,8.58,Wrangell Public School District,20,14,0.7
-134.426662987,58.3035103060001,Juneau,Yaakoosge Daakahidi Alt. H.S.,2013,140,9,18.2,Juneau School District,,,
-134.426662987,58.3035103060001,Juneau,Yaakoosge Daakahidi Alt. H.S.,2014,141,11,13.4,Juneau School District,,,
-134.426662987,58.3035103060001,Juneau,Yaakoosge Daakahidi Alt. H.S.,2015,122,12,15.1,Juneau School District,64,27,0.4219
-134.426662987,58.3035103060001,Juneau,Yaakoosge Daakahidi Alt. H.S.,2016,110,8,19.5,Juneau School District,60,30,0.5
-134.426662987,58.3035103060001,Juneau,Yaakoosge Daakahidi Alt. H.S.,2017,122,7,19.77,Juneau School District,63,35,0.5556
-134.426662987,58.3035103060001,Juneau,Yaakoosge Daakahidi Alt. H.S.,2018,103,8,15.37,Juneau School District,55,26,0.4727
-134.426662987,58.3035103060001,Juneau,Yaakoosge Daakahidi Alt. H.S.,2019,94,7,14.92,Juneau School District,55,28,0.5091
