Longitude,Latitude,Community,IncorporationType,AreaType,Population,Year,Is_Subsistence_Use,Is_Essential_Air_Service,Is_Environmentally_Threatened
-143.7975818,62.92939878,Mentasta Lake,Unincorporated Census Designated Place,Community,118,2021,1,0,0
-163.8941667,62.8961111,Hamilton,Unincorporated,Place of Interest,0,2020,1,0,0
-134.6469956,56.2492376800001,Port Alexander,2nd Class City,Community,61,2021,1,1,0
-161.8653904,61.5672487300001,Ohogamiut,Unincorporated,Place of Interest,0,2021,1,0,0
-161.1943563,64.3545557,Shaktoolik,2nd Class City,Community,269,2020,1,0,1
-157.0172713,58.7273345300001,Bristol Bay Borough,2nd Class Borough,Community,822,2021,1,0,0
-149.4470242,61.4123162400001,Peters Creek,Locality,Place of Interest,0,2021,0,0,0
-132.957763,56.8109592000001,Petersburg Borough,Non-Unified Home Rule Borough,Community,3368,2021,1,0,0
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,2021,0,0,0
-143.7278962,66.65040098,Chalkyitsik,Unincorporated CDP,Community,79,2019,1,0,1
-135.4422105,58.08906326,Whitestone Logging Camp,Unincorporated Census Designated Place,Place of Interest,2,2021,1,0,0
-149.1177581,61.5997057600001,Palmer,Home Rule City,Community,5997,2020,0,0,0
-149.4261305,60.88404712,Sunrise,CDP,Place of Interest,12,2020,1,0,0
-148.5485005,65.5228139800001,Livengood,Unincorporated Census Designated Place,Place of Interest,20,2021,1,0,0
-133.1220631,56.11714153,Whale Pass,2nd Class City,Community,52,2020,1,0,0
-160.0322305,70.63853949,Wainwright,2nd Class City,Community,569,2020,1,0,1
-133.0846458,55.5574327800001,Big Salt,Unincorporated,Community,26,2020,0,0,0
-148.3372,70.2553,Prudhoe Bay,CDP,Place of Interest,2174,2020,1,0,0
-152.2228178,57.61797554,Chiniak,CDP,Place of Interest,43,2020,0,0,0
-158.7630842,56.25373123,Chignik Lake,Census Designated Place,Community,63,2021,1,1,1
-157.3346559,61.7822606500001,Red Devil,Unincorporated CDP,Community,16,2020,1,0,0
-131.6373989,55.6028174200001,Loring,Census Designated Place,Place of Interest,0,2021,0,0,0
-157.0199138,58.72821587,Naknek,CDP,Community,502,2020,1,0,0
-152.651794,66.539456,New Allakaket,Unincorporated CDP,Place of Interest,0,2020,1,0,0
-145.3053,61.955,Copper Center,Unincorporated CDP,Community,323,2020,1,0,0
-149.1157308,64.0170859300001,Ferry,Census Designated Place,Place of Interest,17,2021,0,0,0
-148.8481138,63.85383025,Suntrana,Locality,Place of Interest,0,2020,0,0,0
-149.3619616,61.46104526,Eklutna,Locality,Place of Interest,53,2020,0,0,0
-163.0091377,69.7431228900001,Point Lay,Census Designated Place,Community,308,2021,1,0,1
-161.8653904,61.5672487300001,Ohogamiut,Unincorporated,Place of Interest,0,2020,1,0,0
-149.1157308,64.0170859300001,Ferry,CDP,Place of Interest,22,2020,0,0,0
-151.6131147,59.81132569,Nikolaevsk,Census Designated Place,Community,343,2021,0,0,0
-157.4235473,70.48213652,Atqasuk,2nd Class City,Community,260,2020,1,0,1
-143.7975818,62.92939878,Mentasta Lake,Unincorporated CDP,Community,122,2019,1,0,0
-149.0459984,61.6283302300001,Lazy Mountain,CDP,Community,1489,2020,0,0,0
-151.4527343,59.66696928,Kachemak,2nd Class City,Community,620,2021,1,0,0
-133.0846458,55.5574327800001,Big Salt,Unincorporated,Community,27,2021,0,0,0
-156.0619525,62.9879595200001,Takotna,Unincorporated Census Designated Place,Community,56,2021,1,0,1
-158.0075,62.4536000000001,Flat,Unincorporated Census Designated Place,Place of Interest,0,2021,1,0,0
-145.7601749,60.54406292,Cordova,Home Rule City,Community,2545,2021,1,1,0
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,2021,0,0,0
-161.4375467,60.81122837,Kwethluk,2nd Class City,Community,772,2020,1,0,1
-149.3525898,60.3576311800001,Primrose,Census Designated Place,Community,89,2021,1,0,0
-145.5374067,63.9822426900001,Gold Sand Acres,Unincorporated,Community,69,2021,0,0,0
-133.1510826,55.4760442100001,Craig,1st Class City,Community,1065,2020,1,0,1
-162.7149874,55.2065679500001,Cold Bay,2nd Class City,Community,76,2020,1,0,1
-162.7149874,55.2065679500001,Cold Bay,2nd Class City,Community,54,2021,1,0,1
-152.314687,63.88261006,Lake Minchumina,Unincorporated Census Designated Place,Place of Interest,37,2021,1,1,0
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,2021,1,0,0
-163.0367115,64.5423909500001,Golovin,2nd Class City,Community,178,2021,1,0,1
-161.0468258,66.83334504,Noorvik,2nd Class City,Community,640,2021,1,0,1
-156.8575019,59.11246319,Levelock,CDP,Community,60,2020,1,1,1
-158.4141558,56.3012632000001,Chignik,2nd Class City,Community,92,2020,1,1,1
-156.7610097,71.2893977300001,Utqiagvik,1st Class City,Community,4877,2021,1,0,1
-151.5057845,66.92462485,Evansville,Unincorporated Census Designated Place,Place of Interest,12,2021,1,0,0
-149.3041983,61.6089874900001,North Lakes,Locality,Community,0,2020,0,0,0
-149.5351971,61.36992924,Chugiak,Locality,Place of Interest,5239,2020,0,0,0
-152.8834419,57.86662239,Port Lions,2nd Class City,Community,170,2021,1,1,1
-145.371878,62.26858008,Gulkana,Unincorporated CDP,Community,114,2020,1,1,1
-139.7500324,59.5587609,Yakutat,Non-Unified Home Rule Borough,Community,574,2020,1,1,1
-165.1072343,60.52954536,Toksook Bay,2nd Class City,Community,682,2020,1,0,1
-165.1942645,60.4979951400001,Umkumiute,Unincorporated,Place of Interest,0,2020,1,0,0
-154.1732455,56.9468146400001,Akhiok,2nd Class City,Community,63,2020,1,1,1
-145.1850849,61.7999571,Willow Creek,Unincorporated CDP,Place of Interest,206,2019,1,0,0
-153.9814353,57.5370683300001,Larsen Bay,2nd Class City,Community,33,2021,1,0,0
-136.0314547,59.44650625,Mosquito Lake,Census Designated Place,Place of Interest,294,2021,1,0,0
-150.3783562,61.0350394000001,Point Possession,Census Designated Place,Place of Interest,10,2021,1,0,0
-133.5713045,56.1508274600001,Shakan Bay,Unincorporated,Place of Interest,0,2021,0,0,0
-149.0907414,64.56270921,Nenana,Home Rule City,Community,362,2019,1,0,1
-132.4039292,55.5396225600001,Kasaan,2nd Class City,Community,86,2021,1,0,1
-161.2300017,60.90749213,Akiak,2nd Class City,Community,479,2021,1,0,1
-162.2764121,60.8572982700001,Atmautluak,Unincorporated Census Designated Place,Community,370,2021,1,0,1
-150.1718169,65.5033866300001,Rampart,Unincorporated CDP,Community,92,2020,1,0,1
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2021,1,0,0
-135.509866,58.0558686300001,Game Creek,Unincorporated CDP,Place of Interest,17,2020,1,0,0
-145.7601749,60.54406292,Cordova,Home Rule City,Community,2366,2020,1,1,0
-157.399544,57.51228753,Ugashik,Census Designated Place,Place of Interest,3,2021,1,1,0
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,33522,2021,0,0,0
-151.2969256,60.7345972300001,Nikiski,CDP,Community,4579,2020,0,0,0
-151.5083559,66.92186904,Bettles,2nd Class City,Community,22,2021,1,0,0
-155.4889493,64.7392281,Ruby,2nd Class City,Community,149,2019,1,0,1
-132.9777041,56.81669536,Kupreanof,2nd Class City,Community,23,2021,1,0,0
-144.0667491,65.8266465400001,Circle,Unincorporated Census Designated Place,Community,76,2021,1,1,1
-157.3757505,58.2090702300001,Egegik,2nd Class City,Community,78,2020,1,1,1
-149.4023031,60.1685445700001,Bear Creek,CDP,Community,2145,2020,1,0,0
-154.2582191,66.0458727800001,Hughes,2nd Class City,Community,84,2021,1,0,1
-166.3652024,65.2629568300001,Teller,2nd Class City,Community,238,2020,1,0,1
-155.5883531,62.9501408500001,McGrath,2nd Class City,Community,307,2020,1,0,1
-154.9061,59.7547000000001,Iliamna,CDP,Community,102,2020,1,0,1
-176.6402959,51.86824598,Adak,2nd Class City,Community,179,2021,1,1,1
-149.6035519,61.62425754,Meadow Lakes,Census Designated Place,Community,9485,2021,0,0,0
-146.855164,64.8777178500001,Pleasant Valley,CDP,Community,672,2020,1,0,0
-158.621625,59.2792073700001,Aleknagik,2nd Class City,Community,238,2021,1,0,1
-136.2297476,57.9606687,Pelican,1st Class City,Community,92,2021,1,1,0
-151.2237875,59.5976979500001,Halibut Cove,Census Designated Place,Place of Interest,64,2021,0,0,0
-132.2562608,55.7392589,Meyers Chuck,Locality,Place of Interest,0,2020,0,0,0
-162.2645069,64.61655211,Elim,2nd Class City,Community,365,2020,1,0,1
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,2020,0,0,0
-159.5305977,62.6553703500001,Shageluk,2nd Class City,Community,85,2020,1,0,1
-151.7411324,59.21271504,Portlock,Locality,Place of Interest,0,2020,0,0,0
-133.5713045,56.1508274600001,Shakan Bay,Unincorporated,Place of Interest,0,2020,0,0,0
-163.0367115,64.5423909500001,Golovin,2nd Class City,Community,151,2020,1,0,1
-152.3974812,57.7930013600001,Kodiak,Home Rule City,Community,5579,2020,0,0,0
-144.0667491,65.8266465400001,Circle,Unincorporated CDP,Community,85,2019,1,1,1
-142.0352638,62.05966564,Chisana,Unincorporated CDP,Place of Interest,3,2019,1,1,0
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,122,2021,1,0,0
-167.8955376,53.38509408,Fort Glenn,Unincorporated,Place of Interest,0,2021,0,0,0
-164.5298469,62.7769473800001,Emmonak,2nd Class City,Community,861,2021,1,0,1
-146.4218093,67.0167170700001,Venetie,Unincorporated CDP,Community,164,2019,1,0,1
-160.0657281,62.9064389100001,Grayling,2nd Class City,Community,190,2019,1,0,1
-161.8147503,59.00848275,Platinum,2nd Class City,Community,43,2020,1,0,1
-143.9699392,62.7065704,Slana,Unincorporated CDP,Community,134,2019,1,0,0
-151.0827445,59.8127242100001,Razdolna Village,Locality,Place of Interest,0,2021,0,0,0
-156.6676467,58.6813712700001,Lake and Peninsula Borough,Non-Unified Home Rule Borough,Community,1552,2020,1,0,0
-155.4370226,61.3553888800001,Lime Village,Unincorporated Census Designated Place,Community,5,2021,1,0,1
-165.2513918,60.5861689800001,Tununak,Unincorporated Census Designated Place,Community,396,2021,1,0,1
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,135,2020,1,0,0
-149.0058449,63.8703844300001,Healy,CDP,Community,1051,2020,0,0,0
-166.3870533,60.1016582,Nunivak Island,Unincorporated,Place of Interest,0,2020,0,0,0
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,2020,0,0,0
-135.3611485,59.48035687,Dyea,Locality,Place of Interest,0,2021,0,0,0
-151.5057845,66.92462485,Evansville,Unincorporated CDP,Place of Interest,8,2019,1,0,0
-162.9885,67.5718168000001,Noatak,CDP,Community,555,2020,1,0,1
-154.375216,63.01373203,Nikolai,2nd Class City,Community,92,2021,1,0,1
-163.5565366,63.0331139900001,Kotlik,2nd Class City,Community,633,2020,1,0,1
-151.5083559,66.92186904,Bettles,2nd Class City,Community,7,2019,1,0,0
-165.2513918,60.5861689800001,Tununak,Unincorporated CDP,Community,368,2020,1,0,1
-134.4066397,58.2998397100001,Juneau,Unified Home Rule Borough,Community,31773,2020,0,0,0
-156.5882554,61.7871601300001,Stony River,Unincorporated CDP,Community,38,2020,1,0,1
-150.1895984,67.25623468,Coldfoot,Unincorporated CDP,Place of Interest,12,2020,1,0,0
-148.9168668,63.7323200700001,Denali Park,Census Designated Place,Community,160,2021,0,0,0
-147.7605973,64.8898107300001,Farmers Loop,CDP,Place of Interest,4813,2020,1,0,0
-163.2870194,62.0318125700001,Pitkas Point,Unincorporated CDP,Community,117,2020,1,0,1
-149.824083,61.0848208400001,Rabbit Creek,Locality,Place of Interest,4166,2021,0,0,0
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,2021,1,0,0
-156.6676467,58.6813712700001,Lake and Peninsula Borough,Non-Unified Home Rule Borough,Community,1421,2021,1,0,0
-144.947406,61.7374181000001,Kenny Lake,Unincorporated CDP,Community,305,2019,1,0,0
-160.9564605,61.09868491,Tuluksak,Unincorporated CDP,Community,353,2020,1,0,1
-162.8541552,68.07171169,Red Dog Mine,CDP,Place of Interest,309,2020,1,0,0
-157.478047,59.3502442700001,Ekwok,2nd Class City,Community,103,2021,1,1,1
-160.5064,55.1828,Unga,Locality,Place of Interest,0,2021,1,0,0
-132.2562608,55.7392589,Meyers Chuck,Locality,Place of Interest,0,2021,0,0,0
-149.0844382,66.00452448,Stevens Village,Unincorporated CDP,Community,44,2019,1,0,1
-143.3559974,63.3762792000001,Tanacross,Unincorporated CDP,Community,117,2020,1,0,1
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,2021,1,0,0
-163.6763889,64.895,Council,Locality,Place of Interest,2,2021,1,0,0
-135.7390616,58.4133428700001,Gustavus,2nd Class City,Community,658,2021,1,1,0
-142.9237002,61.43287967,McCarthy,Unincorporated Census Designated Place,Community,109,2021,1,1,0
-147.3971488,66.3603484600001,Beaver,Unincorporated Census Designated Place,Community,56,2021,1,0,1
-130.0255142,55.9157523000001,Hyder,Unincorporated Census Designated Place,Community,42,2021,1,0,0
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,2020,0,0,0
-135.7390616,58.4133428700001,Gustavus,2nd Class City,Community,551,2020,1,1,0
-149.6208307,61.51685582,Knik-Fairview,CDP,Community,20039,2020,1,0,0
-160.7919652,63.87663037,Unalakleet,2nd Class City,Community,706,2020,1,0,1
-157.3346559,61.7822606500001,Red Devil,Unincorporated Census Designated Place,Community,23,2021,1,0,0
-144.6641875,62.5663622600001,Chistochina,Unincorporated CDP,Community,83,2019,1,0,1
-153.2794001,63.38388646,Telida,Unincorporated,Place of Interest,1,2020,1,0,0
-148.6859726,60.7722882300001,Whittier,2nd Class City,Community,280,2019,1,0,0
-163.41049,64.68127766,White Mountain,2nd Class City,Community,189,2021,1,0,1
-149.8948474,61.21627757,Anchorage,Unified Home Rule Borough,Community,289697,2021,0,0,0
-154.375216,63.01373203,Nikolai,2nd Class City,Community,81,2020,1,0,1
-151.0713468,60.4895404100001,Kenai Peninsula Borough,2nd Class Borough,Community,58934,2020,1,0,0
-131.6480233,55.3424333300001,Ketchikan,Home Rule City,Community,8149,2021,0,0,0
-163.7783414,62.9503685000001,Bill Moore's Slough,Unincorporated,Place of Interest,0,2020,1,0,0
-147.8028,64.8569000000001,College,CDP,Place of Interest,12002,2020,1,0,0
-158.1058165,61.8704253700001,Crooked Creek,Unincorporated Census Designated Place,Community,88,2021,1,0,1
-154.0995667,59.78824382,Pedro Bay,Census Designated Place,Community,40,2021,1,0,1
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,101,2021,1,0,0
-134.3246978,58.26059675,Thane,Locality,Place of Interest,0,2020,0,0,0
-162.3112663,55.0595082400001,King Cove,1st Class City,Community,900,2020,1,1,1
-159.05493,58.97954187,Manokotak,2nd Class City,Community,477,2021,1,1,1
-156.0619525,62.9879595200001,Takotna,Unincorporated CDP,Community,67,2020,1,0,1
-135.4457083,58.10953807,Hoonah,1st Class City,Community,769,2020,1,0,1
-162.0312277,55.08749807,Belkofski,Locality,Place of Interest,0,2020,1,0,0
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,2020,1,0,0
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,2021,0,0,0
134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,5259,2021,0,0,0
-162.0881695,61.8814414300001,Marshall,2nd Class City,Community,468,2021,1,0,1
-147.3514965,64.7549026500001,North Pole,Home Rule City,Community,2139,2020,0,0,0
-160.4821141,55.3445109900001,Aleutians East Borough,2nd Class Borough,Community,2925,2020,1,0,0
-160.3787911,59.0605115000001,Togiak,2nd Class City,Community,858,2020,1,0,1
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,2,2020,1,0,0
-146.9772097,64.48242457,Salcha,CDP,Community,1008,2020,0,0,0
-158.724932,64.3265639300001,Kaltag,2nd Class City,Community,155,2020,1,0,1
-168.0912602,65.60901955,Wales,2nd Class City,Community,156,2020,1,0,1
-151.7185739,59.44059723,Seldovia,1st Class City,Community,203,2020,1,0,0
-161.2300017,60.90749213,Akiak,2nd Class City,Community,392,2020,1,0,1
-147.0810566,64.6701432,Eielson AFB,CDP,Place of Interest,3542,2020,0,0,0
-151.649954,59.4743452800001,Seldovia Village,CDP,Community,191,2020,1,0,0
-149.0058449,63.8703844300001,Denali Borough,Non-Unified Home Rule Borough,Community,1655,2021,1,0,0
-144.6641875,62.5663622600001,Chistochina,Unincorporated CDP,Community,85,2020,1,0,1
-149.808407,60.4948727600001,Cooper Landing,Census Designated Place,Community,363,2021,0,0,0
-157.5773328,57.5642993500001,Pilot Point,2nd Class City,Community,73,2020,1,1,1
-150.7622222,60.5019444000001,Funny River,CDP,Community,1071,2020,1,0,0
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,2021,0,0,0
-149.4470242,61.4123162400001,Peters Creek,Locality,Place of Interest,0,2020,0,0,0
-160.0657281,62.9064389100001,Grayling,2nd Class City,Community,210,2021,1,0,1
-164.6294162,60.93686382,Newtok,Unincorporated CDP,Community,221,2020,1,0,1
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,450,2021,1,0,1
-152.0777034,65.17118315,Tanana,1st Class City,Community,190,2020,1,0,1
-148.6859726,60.7722882300001,Whittier,2nd Class City,Community,298,2020,1,0,0
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,2021,0,0,0
-162.5194696,60.89457329,Kasigluk,Unincorporated CDP,Community,589,2020,1,0,1
-145.3321498,62.0110652400001,Silver Springs,Unincorporated CDP,Community,93,2019,1,0,0
-151.3334305,60.61773773,Salamatof,Census Designated Place,Community,1060,2021,1,0,0
-161.9278208,65.9126150000001,Candle,Locality,Place of Interest,0,2020,0,0,0
-149.5351971,61.36992924,Chugiak,Locality,Place of Interest,5236,2021,0,0,0
-149.8191587,61.5522787300001,Big Lake,Census Designated Place,Community,3946,2021,0,0,0
-156.3947017,65.70183545,Huslia,2nd Class City,Community,301,2021,1,0,1
-135.989808,59.3937181100001,Covenant Life,Census Designated Place,Place of Interest,73,2021,1,0,0
-156.521132,63.14397275,Ophir,Unincorporated,Place of Interest,0,2020,0,0,0
-161.3234961,61.78384234,Russian Mission,2nd Class City,Community,330,2020,1,0,1
-147.7257127,64.8451325500001,Fairbanks North Star Borough,2nd Class Borough,Community,97159,2020,0,0,0
-168.8601835,52.9401089500001,Nikolski,Unincorporated CDP,Community,20,2020,1,1,1
-133.6212106,56.3513641000001,Point Baker,Unincorporated Census Designated Place,Community,10,2021,1,0,0
-146.1129134,62.09714581,Tolsona,Unincorporated CDP,Community,32,2020,1,0,0
-157.7027018,64.8817887800001,Koyukuk,2nd Class City,Community,96,2020,1,0,1
-147.1505301,64.70862307,Moose Creek,Census Designated Place,Community,526,2021,0,0,0
-156.6676467,58.6813712700001,King Salmon,Census Designated Place,Community,297,2021,1,0,0
-151.2013355,61.9677230600001,Skwentna,Census Designated Place,Place of Interest,60,2021,1,0,0
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,2021,0,0,0
-145.5374067,63.9822426900001,Gold Sand Acres,Unincorporated,Community,71,2020,0,0,0
-162.9885,67.5718168000001,Noatak,Census Designated Place,Community,533,2021,1,0,1
-135.4422105,58.08906326,Whitestone Logging Camp,Unincorporated CDP,Place of Interest,0,2020,1,0,0
-145.5355408,68.12846168,Arctic Village,Unincorporated CDP,Community,193,2019,1,0,1
-171.7188264,63.7768845400001,Gambell,2nd Class City,Community,684,2020,1,0,1
-159.7718289,62.1984422,Holy Cross,2nd Class City,Community,167,2020,1,0,1
-132.8282628,56.0140424900001,Coffman Cove,2nd Class City,Community,187,2021,1,0,0
-152.3974812,57.7930013600001,Kodiak,Home Rule City,Community,5495,2021,0,0,0
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,2021,0,0,0
-157.8565278,67.0864707800001,Ambler,2nd Class City,Community,255,2021,1,0,1
-139.7500324,59.5587609,Yakutat,Non-Unified Home Rule Borough,Community,697,2021,1,1,1
-146.5383,62.0494,Mendeltna,Unincorporated CDP,Community,32,2020,1,0,0
-162.457405,60.8972172800001,Nunapitchuk,2nd Class City,Community,567,2021,1,0,1
-166.5376818,53.8730924600001,Unalaska,1st Class City,Community,4195,2021,1,0,0
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,2020,0,0,0
