Longitude,Latitude,Community,IncorporationType,AreaType,Population,Year,Is_Subsistence_Use,Is_Essential_Air_Service,Is_Environmentally_Threatened
-151.7380029,59.93501064,Happy Valley,CDP,Community,622,2019,1,0,0
-160.575519,55.9876760000001,Port Moller,Locality,Place of Interest,0,2016,0,0,0
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,2014,0,0,0
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2011,1,0,0
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,2011,0,0,0
-142.4305944,60.0693367900001,Cape Yakataga,Locality,Place of Interest,0,2011,0,0,0
-135.884444,59.40389,Haines CDP,CDP,CDP,1799,2011,0,0,0
-155.9035402,59.32534731,Igiugig,CDP,Community,56,2019,1,1,1
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,2015,1,0,0
-134.4008708,58.2791882700001,Douglas,Locality,Place of Interest,5782,2015,0,0,0
-150.0455152,61.7440144400001,Willow,CDP,Community,2141,2019,0,0,0
-149.3682771,60.4864352800001,Moose Pass,CDP,Community,233,2019,0,0,0
-161.8653904,61.5672487300001,Ohogamiut,Unincorporated,Place of Interest,0,2011,1,0,0
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,2012,0,0,0
-136.3454861,58.19391484,Elfin Cove,Unincorporated CDP,Community,16,2019,1,1,0
-166.0964332,61.5308796900001,Hooper Bay,2nd Class City,Community,1239,2019,1,0,1
-168.0549506,64.9610826800001,King Island,Unicorporated,Place of Interest,0,2012,1,0,0
-164.2803406,60.1580149500001,Chefornak,2nd Class City,Community,457,2019,1,0,1
-149.3074535,61.57866284,South Lakes,Locality,Place of Interest,4884,2012,0,0,0
-153.2794001,63.38388646,Telida,Unincorporated,Place of Interest,2,2016,1,0,0
-156.521132,63.14397275,Ophir,Unincorporated,Place of Interest,0,2013,0,0,0
-146.855164,64.8777178500001,Pleasant Valley,CDP,Community,714,2019,1,0,0
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2016,1,0,0
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,2018,0,0,0
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,2013,1,0,0
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4233,2019,0,0,0
-150.5990608,61.4142118500001,Alexander Creek,Locality,Place of Interest,0,2014,0,0,0
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,2,2016,1,0,0
-166.1928612,60.38649408,Mekoryuk,2nd Class City,Community,206,2019,1,0,1
-150.2337668,62.31623367,Trapper Creek,CDP,Community,453,2019,0,0,0
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,2018,1,0,0
-165.5815722,61.8428100100001,Scammon Bay,2nd Class City,Community,593,2019,1,0,1
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,2018,0,0,0
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,2014,0,0,0
-162.0312277,55.08749807,Belkofski,Locality,Place of Interest,0,2013,1,0,0
-143.6128541,70.1266124700001,Kaktovik,2nd Class City,Community,235,2019,1,0,1
173.1708002,52.82597479,Attu Station,Unincorporated CDP,Place of Interest,0,2014,1,0,0
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,2018,0,0,0
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2015,1,0,0
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,2014,1,0,0
-134.7336438,57.94151874,Cube Cove,Locality,Place of Interest,0,2013,1,0,0
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,2013,1,0,0
-151.2237875,59.5976979500001,Halibut Cove,CDP,Place of Interest,86,2019,0,0,0
-148.9852036,60.8320999700001,Portage,Unincorporated CDP,Place of Interest,0,2011,0,0,0
-142.4305944,60.0693367900001,Cape Yakataga,Locality,Place of Interest,0,2013,0,0,0
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,2018,0,0,0
-151.2568467,60.3249378400001,Kasilof,CDP,Community,542,2019,0,0,0
-152.8834419,57.86662239,Port Lions,2nd Class City,Community,177,2019,1,1,1
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,2015,1,0,0
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,2012,0,0,0
-149.3695472,60.41930962,Crown Point,CDP,Community,80,2019,1,0,0
-165.2513918,60.5861689800001,Tununak,Unincorporated CDP,Community,376,2019,1,0,1
-150.5990608,61.4142118500001,Alexander Creek,Locality,Place of Interest,0,2018,0,0,0
-154.1732455,56.9468146400001,Kaguyak,Locality,Place of Interest,0,2014,1,0,0
-135.884444,59.40389,Haines CDP,CDP,CDP,1766,2015,0,0,0
-149.4023031,60.1685445700001,Bear Creek,CDP,Community,2093,2019,1,0,0
-148.8481138,63.85383025,Suntrana,Locality,Place of Interest,0,2014,0,0,0
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,2014,1,0,0
-162.0312277,55.08749807,Belkofski,Locality,Place of Interest,0,2012,1,0,0
-165.0638203,65.1473228300001,Mary's Igloo,Unincorporated,Place of Interest,0,2011,1,0,0
-151.1425755,60.4866414200001,Kalifornsky,CDP,Community,8595,2019,1,0,0
-157.3757505,58.2090702300001,Egegik,2nd Class City,Community,85,2019,1,1,1
-152.3974812,57.7930013600001,Kodiak,Home Rule City,Community,5818,2019,0,0,0
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,2011,0,0,0
-148.8481138,63.85383025,Suntrana,Locality,Place of Interest,0,2012,0,0,0
-149.0268428,63.9048025500001,Lignite,Locality,Place of Interest,0,2011,0,0,0
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,2011,0,0,0
-163.7783414,62.9503685000001,Bill Moore's Slough,Unincorporated,Place of Interest,0,2014,1,0,0
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,2,2015,1,0,0
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,5365,2015,0,0,0
-156.521132,63.14397275,Ophir,Unincorporated,Place of Interest,0,2012,0,0,0
-151.2969256,60.7345972300001,Nikiski,CDP,Community,4510,2019,0,0,0
-168.0549506,64.9610826800001,King Island,Unicorporated,Place of Interest,0,2011,1,0,0
-154.1732455,56.9468146400001,Kaguyak,Locality,Place of Interest,0,2011,1,0,0
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,2018,1,0,0
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,2016,0,0,0
-176.6402959,51.86824598,Adak Station,Unincorporated,Place of Interest,0,2014,0,0,0
-149.0907414,64.56270921,Nenana,Home Rule City,Community,363,2018,1,0,1
-151.0740714,59.7946689300001,Kachemak Selo,Locality,Place of Interest,0,2018,0,0,0
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,2016,0,0,0
-149.3619616,61.46104526,Eklutna,Locality,Place of Interest,54,2013,0,0,0
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,131,2011,1,0,0
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,4044,2014,0,0,0
-160.575519,55.9876760000001,Port Moller,Locality,Place of Interest,0,2018,0,0,0
-135.4431478,58.41682002,Excursion Inlet,CDP,Place of Interest,16,2019,1,1,0
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,2015,0,0,0
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,2016,0,0,0
-160.5511769,55.2413504,Squaw Harbor,Locality,Place of Interest,0,2018,0,0,0
-150.7622222,60.5019444000001,Funny River,CDP,Community,1032,2019,1,0,0
-165.0638203,65.1473228300001,Mary's Igloo,Unincorporated,Place of Interest,0,2016,1,0,0
-149.3619616,61.46104526,Eklutna,Locality,Place of Interest,54,2016,0,0,0
-147.6183,64.9581000000001,Fox,CDP,Community,416,2019,0,0,0
-147.1680556,61.9386111000001,Eureka Roadhouse,CDP,Place of Interest,36,2019,1,0,0
-162.2645069,64.61655211,Elim,2nd Class City,Community,351,2019,1,0,1
-149.808407,60.4948727600001,Cooper Landing,CDP,Community,269,2019,0,0,0
-165.1942645,60.4979951400001,Umkumiute,Unincorporated,Place of Interest,0,2018,1,0,0
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,93,2018,1,0,0
-133.2026781,55.86896699,Naukati Bay,Unincorporated CDP,Community,137,2019,1,0,0
-163.41049,64.68127766,White Mountain,2nd Class City,Community,201,2019,1,0,1
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,2014,0,1,0
-142.9877619,63.3358964400001,Tok,Unincorporated CDP,Community,1213,2019,1,0,0
-149.0058449,63.8703844300001,Healy,CDP,Community,1093,2019,0,0,0
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,2012,1,0,0
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,2016,0,0,0
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,30955,2019,0,0,0
-149.7225708,61.4620867300001,Knik,Locality,Place of Interest,0,2013,0,0,0
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,2011,0,0,0
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,2011,1,0,0
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,2018,1,0,0
-156.0361136,57.5677538,Kanatak,Locality,Place of Interest,0,2014,1,0,0
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,2016,0,0,0
-151.1433954,61.06808705,Tyonek,CDP,Community,143,2019,1,0,1
-147.8794672,64.9273104000001,Goldstream,CDP,Community,3615,2019,1,0,0
-160.4980901,55.34090243,Sand Point,1st Class City,Community,897,2019,1,0,1
-131.6299079,55.3211840600001,Pennock Island,Locality,Place of Interest,0,2013,0,0,0
-135.3611485,59.48035687,Dyea,Locality,Place of Interest,0,2013,0,0,0
-132.134714,56.17834671,Thom's Place,Locality,Place of Interest,0,2016,0,0,0
-144.6981839,63.99574441,Healy Lake,Unincorporated CDP,Community,27,2019,1,1,1
-142.4305944,60.0693367900001,Cape Yakataga,Locality,Place of Interest,0,2014,0,0,0
-165.5905277,61.5286181800001,Chevak,2nd Class City,Community,1014,2019,1,0,1
-168.0549506,64.9610826800001,King Island,Unicorporated,Place of Interest,0,2015,1,0,0
-149.7225708,61.4620867300001,Knik,Locality,Place of Interest,0,2012,0,0,0
-163.7783414,62.9503685000001,Bill Moore's Slough,Unincorporated,Place of Interest,0,2013,1,0,0
-131.6299079,55.3211840600001,Pennock Island,Locality,Place of Interest,0,2012,0,0,0
-166.3870533,60.1016582,Nunivak Island,Unincorporated,Place of Interest,0,2018,0,0,0
-170.2822883,57.1203994800001,Saint Paul,2nd Class City,Community,385,2019,1,0,1
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,2014,1,0,0
-133.9447988,56.9744498800001,Kake,1st Class City,Community,570,2019,1,1,1
-155.5473984,64.09977795,Poorman,Locality,Place of Interest,0,2011,0,0,0
-150.7679026,62.4964964500001,Petersville,CDP,Community,8,2019,1,0,0
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2657,2012,0,0,0
-158.4630788,59.0393744300001,Dillingham,1st Class City,Community,2327,2019,1,0,1
-135.509866,58.0558686300001,Game Creek,Unincorporated CDP,Place of Interest,17,2019,1,0,0
-157.3346559,61.7822606500001,Red Devil,Unincorporated CDP,Community,16,2019,1,0,0
-132.256261,55.7392590000001,Meyers Chuck,Locality,Place of Interest,0,2014,0,0,0
-157.0199138,58.72821587,Naknek,CDP,Community,488,2019,1,0,0
-147.6285522,65.1227222900001,Haystack,Locality,Place of Interest,0,2013,0,0,0
-157.3112886,59.4515508600001,New Stuyahok,2nd Class City,Community,476,2019,1,1,1
-152.3977209,57.7931666200001,Kodiak Island Borough,2nd Class Borough,Community,13001,2019,0,0,0
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,2018,1,0,0
-163.8941667,62.8961111,Hamilton,Unincorporated,Place of Interest,0,2011,1,0,0
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,2011,0,0,0
-166.5376818,53.8730924600001,Unalaska,1st Class City,Community,4592,2019,1,0,0
-132.99261,55.5286340000001,Klawock Lake,Unincorporated,Community,31,2019,0,0,0
-157.1381905,66.8880443,Shungnak,2nd Class City,Community,253,2019,1,0,1
-146.5992937,64.37150719,Harding-Birch Lakes,CDP,Place of Interest,320,2019,1,0,0
-147.6436527,64.8278334500001,Fort Wainwright,Locality,Place of Interest,8365,2015,0,0,0
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,2012,0,0,0
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,2012,0,0,0
-147.4881462,64.8923484100001,Steele Creek,CDP,Place of Interest,6857,2019,1,0,0
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,2013,0,0,0
-149.3074535,61.57866284,South Lakes,Locality,Place of Interest,4887,2013,0,0,0
-152.651794,66.539456,New Allakaket,Unincorporated CDP,Place of Interest,0,2012,1,0,0
-149.3041983,61.6089874900001,North Lakes,Locality,Community,0,2015,0,0,0
-154.2582191,66.0458727800001,Hughes,2nd Class City,Community,104,2018,1,0,1
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,2012,0,0,0
-149.3074535,61.57866284,South Lakes,Locality,Place of Interest,4963,2014,0,0,0
-166.3870533,60.1016582,Nunivak Island,Unincorporated,Place of Interest,0,2016,0,0,0
-155.4370226,61.3553888800001,Lime Village,Unincorporated CDP,Community,15,2019,1,0,1
-155.5883532,62.9501408500001,McGrath,2nd Class City,Community,310,2018,1,0,1
-163.7262756,62.08954141,Mountain Village,2nd Class City,Community,808,2019,1,0,1
-161.2300017,60.90749213,Akiak,2nd Class City,Community,420,2019,1,0,1
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,2018,0,0,0
-162.8870639,59.9594387400001,Kongiganak,Unincorporated CDP,Community,544,2019,1,0,1
-149.4470242,61.4123162400001,Peters Creek,Locality,Place of Interest,0,2013,0,0,0
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,2012,1,0,0
-151.2488059,60.5590139000001,Kenai,Home Rule City,Community,7056,2019,0,0,0
-149.1179,64.6003000000001,Four Mile Road,Unincorporated CDP,Community,31,2018,1,0,0
-156.8575019,59.11246319,Levelock,CDP,Community,70,2019,1,1,1
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,2015,0,0,0
-163.6763889,64.895,Council,Locality,Place of Interest,0,2012,1,0,0
-166.849516,65.2618559900001,Port Clarence,Unincorporated CDP,Place of Interest,0,2019,1,0,0
-161.8653904,61.5672487300001,Ohogamiut,Unincorporated,Place of Interest,0,2016,1,0,0
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,2015,1,0,0
-164.7299664,60.4799803000001,Nightmute,2nd Class City,Community,286,2019,1,0,1
-148.0553318,64.8793417300001,Ester Dome,Locality,Community,0,2013,0,0,0
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,2011,0,0,0
-135.3611485,59.48035687,Dyea,Locality,Place of Interest,0,2018,0,0,0
-161.8653904,61.5672487300001,Ohogamiut,Unincorporated,Place of Interest,0,2013,1,0,0
-149.4470242,61.4123162400001,Peters Creek,Locality,Place of Interest,0,2015,0,0,0
-161.972626,60.6943313400001,Napakiak,2nd Class City,Community,351,2019,1,0,1
-156.0361136,57.5677538,Kanatak,Locality,Place of Interest,0,2016,1,0,0
-147.3971488,66.3603484600001,Beaver,Unincorporated CDP,Community,75,2018,1,0,1
-149.3848482,61.61025377,Tanaina,CDP,Place of Interest,9153,2019,1,0,0
-161.1943563,64.3545557,Shaktoolik,2nd Class City,Community,272,2019,1,0,1
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,2012,0,0,0
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2769,2018,0,0,0
-131.6299079,55.3211840600001,Pennock Island,Locality,Place of Interest,0,2014,0,0,0
-144.639073,65.4830450000001,Circle Hot Springs,Locality,Place of Interest,0,2012,0,0,0
-156.8823728,66.9077009200001,Kobuk,2nd Class City,Community,143,2019,1,0,1
-160.5511769,55.2413504,Squaw Harbor,Locality,Place of Interest,0,2014,0,0,0
-148.8481138,63.85383025,Suntrana,Locality,Place of Interest,0,2013,0,0,0
-134.4008708,58.2791882700001,Douglas,Locality,Place of Interest,5787,2016,0,0,0
-148.0553318,64.8793417300001,Ester Dome,Locality,Community,0,2015,0,0,0
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2014,1,0,0
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,2012,1,0,0
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,392,2019,1,0,1
-158.4141558,56.3012632000001,Chignik,2nd Class City,Community,95,2019,1,1,1
-152.314687,63.88261006,Lake Minchumina,Unincorporated CDP,Place of Interest,9,2018,1,1,0
-151.8317244,59.3515619300001,Port Graham,Census Designated Place,Community,160,2021,1,0,1
-160.5064,55.1828,Unga,Locality,Place of Interest,0,2020,1,0,0
-142.4305944,60.0693367900001,Cape Yakataga,Locality,Place of Interest,0,2020,0,0,0
-160.4373192,66.9742028200001,Kiana,2nd Class City,Community,433,2021,1,0,1
-135.3116911,59.45573152,Municipality of Skagway,1st Class Borough,Community,1203,2021,0,0,0
-150.0512588,62.44980587,Chase,Census Designated Place,Community,19,2021,0,0,0
-158.724932,64.3265639300001,Kaltag,2nd Class City,Community,159,2019,1,0,1
-159.4841633,55.9034342200001,Ivanof Bay,CDP,Place of Interest,7,2020,1,0,1
-152.2228178,57.61797554,Chiniak,Census Designated Place,Place of Interest,51,2021,0,0,0
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,2021,0,0,0
-164.6675476,62.6869771400001,Alakanuk,2nd Class City,Community,747,2020,1,0,1
-158.4630788,59.0393744300001,Dillingham,1st Class City,Community,2209,2021,1,0,1
-165.4085599,64.49808969,Nome,1st Class City,Community,3524,2021,1,0,1
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,2021,0,0,0
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,2021,0,0,0
-156.0619525,62.9879595200001,Takotna,Unincorporated CDP,Community,80,2019,1,0,1
-161.972626,60.6943313400001,Napakiak,2nd Class City,Community,361,2021,1,0,1
-146.5383,62.0494,Mendeltna,Unincorporated CDP,Community,31,2019,1,0,0
-150.0455152,61.7440144400001,Willow,CDP,Community,2152,2020,0,0,0
-161.1648736,64.9306613100001,Koyuk,2nd Class City,Community,307,2021,1,0,1
-147.412615,64.80456701,Badger,CDP,Place of Interest,18759,2020,1,0,0
-162.8831358,61.9372025100001,Pilot Station,2nd Class City,Community,604,2020,1,0,1
-141.010596,62.6221071900001,Alcan Border,Unincorporated Census Designated Place,Place of Interest,39,2021,1,0,0
-131.6299079,55.3211840600001,Pennock Island,Locality,Place of Interest,0,2021,0,0,0
-147.4881462,64.8923484100001,Steele Creek,Census Designated Place,Place of Interest,6381,2021,1,0,0
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4236,2020,0,0,0
-149.3155438,61.5875606000001,South Lakes,Census Designated Place,Place of Interest,5173,2021,0,0,0
-145.1796574,61.66126868,Tonsina,Unincorporated CDP,Place of Interest,77,2020,1,0,0
-135.5462038,59.31301367,Lutak,CDP,Place of Interest,45,2020,1,0,0
-154.8948002,59.72097095,Newhalen,2nd Class City,Community,178,2021,1,0,1
-145.8345557,64.1472131900001,Big Delta,Unincorporated CDP,Place of Interest,475,2020,0,0,0
-152.8834419,57.86662239,Port Lions,2nd Class City,Community,165,2020,1,1,1
-166.7342719,68.34808223,Point Hope,2nd Class City,Community,815,2020,1,0,1
-150.9990162,70.21731414,Nuiqsut,2nd Class City,Community,492,2020,1,0,1
-151.0965811,59.7942847800001,Voznesenka Village,Locality,Place of Interest,0,2021,1,0,0
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated Census Designated Place,Community,380,2021,1,0,1
-154.8575714,59.9678738700001,Nondalton,2nd Class City,Community,129,2021,1,0,1
-145.1737915,63.8871444900001,Deltana,Unincorporated Census Designated Place,Community,2342,2021,1,0,0
-151.1425755,60.4866414200001,Kalifornsky,Census Designated Place,Community,8564,2021,1,0,0
-149.4442033,61.58209845,Wasilla,1st Class City,Community,8963,2020,0,0,0
-148.3372,70.2553,Prudhoe Bay,Census Designated Place,Place of Interest,1293,2021,1,0,0
-149.1083689,61.5997112700001,Matanuska-Susitna Borough,2nd Class Borough,Community,107305,2020,1,0,0
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2438,2021,0,0,0
-143.0117859,62.37195602,Nabesna,Unincorporated Census Designated Place,Place of Interest,1,2021,1,0,0
-163.5565366,63.0331139900001,Kotlik,2nd Class City,Community,639,2021,1,0,1
-144.947406,61.7374181000001,Kenny Lake,Unincorporated Census Designated Place,Community,299,2021,1,0,0
-152.8810386,58.0041020100001,Aleneva,Census Designated Place,Place of Interest,8,2021,1,0,0
-152.5039855,57.9232638,Ouzinkie,2nd Class City,Community,124,2020,1,0,1
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,3972,2020,0,0,0
-141.2075972,64.7889396800001,Eagle,2nd Class City,Community,76,2021,1,0,1
-131.7221287,55.4103555400001,Ward Cove,Locality,Place of Interest,0,2020,0,0,0
-145.1796574,61.66126868,Tonsina,Unincorporated Census Designated Place,Place of Interest,53,2021,1,0,0
-159.1433925,55.91158561,Perryville,Census Designated Place,Community,87,2021,1,1,1
-152.5039855,57.9232638,Ouzinkie,2nd Class City,Community,114,2021,1,0,1
-151.6131147,59.81132569,Nikolaevsk,CDP,Community,294,2020,0,0,0
-147.4881462,64.8923484100001,Steele Creek,CDP,Place of Interest,6886,2020,1,0,0
-165.7735393,54.13431811,Akutan,2nd Class City,Community,995,2020,1,1,1
-136.0314547,59.44650625,Mosquito Lake,CDP,Place of Interest,275,2020,1,0,0
-156.3947017,65.70183545,Huslia,2nd Class City,Community,293,2019,1,0,1
-167.8955376,53.38509408,Fort Glenn,Unincorporated,Place of Interest,0,2020,0,0,0
-131.5347378,55.2971708800001,Mountain Point,Locality,Place of Interest,0,2020,0,0,0
-160.3644017,61.5123629700001,Lower Kalskag,2nd Class City,Community,297,2020,1,0,1
-158.7630842,56.25373123,Chignik Lake,CDP,Community,49,2020,1,1,1
-145.8179463,66.2629693000001,Birch Creek,Unincorporated Census Designated Place,Community,32,2021,1,0,1
-156.7610097,71.2893977300001,Utqiagvik,1st Class City,Community,5510,2020,1,0,1
-141.010596,62.6221071900001,Alcan Border,Unincorporated CDP,Place of Interest,39,2020,1,0,0
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,1,2021,1,0,0
-150.1718169,65.5033866300001,Rampart,Unincorporated Census Designated Place,Community,62,2021,1,0,1
-165.5815722,61.8428100100001,Scammon Bay,2nd Class City,Community,595,2020,1,0,1
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4449,2021,0,0,0
-145.3321498,62.0110652400001,Silver Springs,Unincorporated CDP,Community,98,2020,1,0,0
-149.5465095,61.3151319900001,Eagle River,Locality,Place of Interest,6006,2020,1,0,0
-149.3525898,60.3576311800001,Primrose,CDP,Community,75,2020,1,0,0
-151.1425755,60.4866414200001,Kalifornsky,CDP,Community,8701,2020,1,0,0
-149.4411111,60.0725,Lowell Point,CDP,Community,83,2020,1,0,0
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,1,2021,1,0,0
-143.7975818,62.92939878,Mentasta Lake,Unincorporated CDP,Community,122,2020,1,0,0
-169.54528,56.6014257,Saint George,2nd Class City,Community,61,2020,1,0,1
-154.0016376,57.6368061800001,Uyak,Locality,Place of Interest,1,2021,0,0,0
-151.5083559,66.92186904,Bettles,2nd Class City,Community,14,2020,1,0,0
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,2020,0,0,0
-145.527782,62.1126684500001,Glennallen,Unincorporated Census Designated Place,Community,437,2021,1,0,0
-135.3750052,59.1599890900001,Mud Bay,Census Designated Place,Place of Interest,203,2021,1,0,0
-147.412615,64.80456701,Badger,Census Designated Place,Place of Interest,19000,2021,1,0,0
-157.1704098,61.7026823800001,Sleetmute,Unincorporated CDP,Community,89,2020,1,0,1
-149.8191587,61.5522787300001,Big Lake,CDP,Community,3830,2020,0,0,0
-158.0075,62.4536000000001,Flat,Unincorporated CDP,Place of Interest,0,2020,1,0,0
-161.9278208,65.9126150000001,Candle,Locality,Place of Interest,0,2021,0,0,0
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,131,2021,1,0,0
-162.5929893,66.8966754200001,Kotzebue,2nd Class City,Community,3064,2020,1,0,1
-145.4120642,62.0473811800001,Tazlina,Unincorporated CDP,Community,252,2020,1,0,1
-156.7824387,71.29234396,North Slope Borough,Non-Unified Home Rule Borough,Community,10995,2021,1,0,0
-149.7225708,61.4620867300001,Knik,Locality,Place of Interest,0,2020,0,0,0
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,118,2020,1,0,0
-148.0123404,60.0655963200001,Chenega,Unincorporated CDP,Community,66,2020,1,0,1
-165.0638203,65.1473228300001,Mary's Igloo,Unincorporated,Place of Interest,0,2020,1,0,0
-166.0707644,66.25510533,Shishmaref,2nd Class City,Community,589,2020,1,0,1
-133.6581577,55.9551227100001,Edna Bay,2nd Class City,Community,41,2020,1,0,0
-162.3112663,55.0595082400001,King Cove,1st Class City,Community,855,2021,1,1,1
-146.1129134,62.09714581,Tolsona,Unincorporated Census Designated Place,Community,29,2021,1,0,0
-165.4085599,64.49808969,Nome,1st Class City,Community,3712,2020,1,0,1
-148.9409266,61.4971211500001,Knik River,Census Designated Place,Community,841,2021,1,0,0
-135.3750052,59.1599890900001,Mud Bay,CDP,Place of Interest,189,2020,1,0,0
-157.8565278,67.0864707800001,Ambler,2nd Class City,Community,255,2020,1,0,1
-144.8219354,65.57070889,Central,Unincorporated CDP,Community,90,2020,1,1,0
-142.1008192,67.14753403,Canyon Village,Unincorporated,Place of Interest,0,2021,0,0,0
-145.7366682,64.04716726,Delta Junction,2nd Class City,Community,1189,2020,0,0,0
-143.6128541,70.1266124700001,Kaktovik,2nd Class City,Community,266,2021,1,0,1
-135.3116911,59.45573152,Municipality of Skagway,1st Class Borough,Community,1147,2020,0,0,0
-155.5883531,62.9501408500001,McGrath,2nd Class City,Community,321,2019,1,0,1
-144.0588808,63.65794205,Dot Lake,Unincorporated CDP,Community,14,2020,1,0,0
-151.7380029,59.93501064,Happy Valley,CDP,Community,659,2020,1,0,0
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,31410,2020,0,0,0
-145.4960007,63.0324502400001,Paxson,Unincorporated Census Designated Place,Community,27,2021,1,0,0
-152.6494805,66.56004842,Allakaket,2nd Class City,Community,160,2019,1,0,1
-151.5057845,66.92462485,Evansville,Unincorporated CDP,Place of Interest,5,2020,1,0,0
-166.3652024,65.2629568300001,Teller,2nd Class City,Community,250,2021,1,0,1
-149.8014267,61.6312394,Houston,2nd Class City,Community,1989,2021,0,0,0
-142.9877619,63.3358964400001,Tok,Unincorporated Census Designated Place,Community,1263,2021,1,0,0
-147.9691582,64.8258662200001,Chena Ridge,CDP,Place of Interest,6292,2020,1,0,0
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,2021,0,0,0
-149.0111034,61.69132433,Buffalo Soapstone,CDP,Community,1020,2020,1,0,0
-132.5228223,55.6854862600001,Thorne Bay,2nd Class City,Community,511,2020,1,0,0
